GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "25001","Barnstable, MA",1,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",35864,36388,37243,39355,40434,40171,42277,42203,42355,41845,42543,42698,44174,45158,48877,48987,49012,49947,47208,49541,51306,54547
 "25001","Barnstable, MA",1,CAEMP25N,70,"111-112"," Farm employment ","Number of jobs",376,395,378,372,375,377,459,456,423,413,398,374,402,387,388,369,352,350,336,324,329,328
 "25001","Barnstable, MA",1,CAEMP25N,80,"..."," Nonfarm employment ","Number of jobs",130961,132945,135589,138389,138784,138287,140546,139377,136333,135754,136304,138970,142164,144621,149744,151081,152206,153562,151184,141345,148783,155337
 "25001","Barnstable, MA",1,CAEMP25N,90,"...","  Private nonfarm employment ","Number of jobs",115722,117799,120257,123198,123539,122951,124940,123844,120911,120037,120941,123354,126138,128551,133557,135018,136027,137290,134896,125738,133154,139621
 "25001","Barnstable, MA",1,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities ","Number of jobs",1410,1661,1295,1367,(D),(D),(D),1266,(D),(D),1147,1219,(D),1224,1183,(D),(D),(D),(D),(D),(D),(D)
 "25001","Barnstable, MA",1,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction ","Number of jobs",126,133,166,169,(D),(D),(D),(D),(D),(D),(D),234,(D),243,(D),(D),(D),(D),(D),(D),(D),(D)
 "25001","Barnstable, MA",1,CAEMP25N,300,"22","   Utilities ","Number of jobs",484,407,399,378,371,373,398,401,424,382,343,304,325,340,389,425,386,395,426,416,417,430
 "25001","Barnstable, MA",1,CAEMP25N,400,"23","   Construction ","Number of jobs",12001,11843,12513,13326,14013,14050,13770,13268,11906,11412,11401,11732,12438,12619,12888,13598,13540,14121,13572,13819,14049,14724
 "25001","Barnstable, MA",1,CAEMP25N,500,"31-33","   Manufacturing ","Number of jobs",3561,3324,3091,2775,2683,2763,2783,2704,2661,2463,2566,2592,2668,2749,(D),3066,(D),(D),2819,2759,2852,2965
 "25001","Barnstable, MA",1,CAEMP25N,600,"42","   Wholesale trade ","Number of jobs",2105,2124,2144,2186,2346,2450,2403,2388,2264,2252,2328,2241,2371,2689,2795,2348,2435,2431,2377,2330,2510,2521
 "25001","Barnstable, MA",1,CAEMP25N,700,"44-45","   Retail trade ","Number of jobs",19423,19721,20059,20411,19997,19771,19661,18896,17917,17731,17854,18213,18332,18413,18760,18666,19015,18825,18671,17331,18420,18807
 "25001","Barnstable, MA",1,CAEMP25N,800,"48-49","   Transportation and warehousing ","Number of jobs",2651,2606,2558,2648,2581,2526,2539,2515,2498,2460,2565,2625,2520,2579,3097,3349,3810,3848,3899,3576,3996,4205
 "25001","Barnstable, MA",1,CAEMP25N,900,"51","   Information ","Number of jobs",2476,2427,2368,2400,2357,2285,2256,2180,2053,2090,2067,1989,1986,1991,1974,1964,1998,2000,1869,1631,1706,1880
 "25001","Barnstable, MA",1,CAEMP25N,1000,"52","   Finance and insurance ","Number of jobs",4709,4792,4815,4738,4682,4426,4871,5289,5706,5423,5781,5735,5860,5705,6008,6049,5945,6111,5869,6725,7052,7756
 "25001","Barnstable, MA",1,CAEMP25N,1100,"53","   Real estate and rental and leasing ","Number of jobs",6579,6751,7236,7636,8254,8229,8240,8063,8000,8259,8652,8464,8681,8927,9271,9389,9656,9885,9352,10100,10951,12172
 "25001","Barnstable, MA",1,CAEMP25N,1200,"54","   Professional, scientific, and technical services ","Number of jobs",9276,9237,9615,9960,9546,9415,9905,9895,9559,9712,9571,9464,9630,9682,10544,10383,10206,10341,10368,10453,11050,11585
 "25001","Barnstable, MA",1,CAEMP25N,1300,"55","   Management of companies and enterprises ","Number of jobs",1094,1076,1035,1006,674,694,683,588,409,424,415,406,406,363,370,384,389,464,512,474,558,581
 "25001","Barnstable, MA",1,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services ","Number of jobs",5999,6395,6615,7059,7119,7248,7375,7321,7264,7131,6950,7445,7796,8048,8267,8670,8583,8864,8764,8359,8784,9066
 "25001","Barnstable, MA",1,CAEMP25N,1500,"61","   Educational services ","Number of jobs",1564,1778,1812,1936,1970,1960,2072,(D),(D),(D),(D),2341,2528,2634,3050,2945,2828,2681,2847,2364,2454,2586
 "25001","Barnstable, MA",1,CAEMP25N,1600,"62","   Health care and social assistance ","Number of jobs",14707,15001,15797,16339,16820,16952,17454,17739,17939,18078,18019,18840,18903,19014,19453,19617,19915,19749,19384,17765,17512,17566
 "25001","Barnstable, MA",1,CAEMP25N,1700,"71","   Arts, entertainment, and recreation ","Number of jobs",4404,4516,4775,4788,4708,4862,5284,5090,5030,5020,5076,5184,5339,5749,5982,6026,6162,6305,6107,5130,5752,6007
 "25001","Barnstable, MA",1,CAEMP25N,1800,"72","   Accommodation and food services ","Number of jobs",15363,15880,15700,15602,15337,14901,15090,15314,15205,15365,15491,16025,16433,16691,16856,17351,17624,17519,17371,12729,15206,16570
 "25001","Barnstable, MA",1,CAEMP25N,1900,"81","   Other services (except government and government enterprises) ","Number of jobs",7790,8127,8264,8474,8629,8604,8774,(D),(D),(D),(D),8301,8428,8891,9484,9287,9105,9397,9298,8407,8599,8891
 "25001","Barnstable, MA",1,CAEMP25N,2000,"...","  Government and government enterprises ","Number of jobs",15239,15146,15332,15191,15245,15336,15606,15533,15422,15717,15363,15616,16026,16070,16187,16063,16179,16272,16288,15607,15629,15716
 "25001","Barnstable, MA",1,CAEMP25N,2001,"...","   Federal civilian ","Number of jobs",1787,1689,1850,1845,1824,1788,1905,1809,1765,1918,1708,1725,1703,1683,1684,1665,1644,1610,1612,1669,1609,1588
 "25001","Barnstable, MA",1,CAEMP25N,2002,"...","   Military ","Number of jobs",1237,1280,1272,1225,1177,1231,1224,1229,1239,1274,1238,1258,1238,1146,1170,1143,1190,1219,1226,1209,1202,1147
 "25001","Barnstable, MA",1,CAEMP25N,2010,"...","   State and local ","Number of jobs",12215,12177,12210,12121,12244,12317,12477,12495,12418,12525,12417,12633,13085,13241,13333,13255,13345,13443,13450,12729,12818,12981
 "25001","Barnstable, MA",1,CAEMP25N,2011,"...","    State government ","Number of jobs",2596,2232,2231,1975,1964,1984,2099,2105,2214,2403,2385,2369,2670,2689,2654,2719,2775,2854,2794,2610,2551,2535
 "25001","Barnstable, MA",1,CAEMP25N,2012,"...","    Local government ","Number of jobs",9619,9945,9979,10146,10280,10333,10378,10390,10204,10122,10032,10264,10415,10552,10679,10536,10570,10589,10656,10119,10267,10446
 "25003","Berkshire, MA",1,CAEMP25N,10,"...","Total employment (number of jobs) ","Number of jobs",79964,80215,79899,80033,81563,82230,83314,83437,81385,80928,81163,82429,83429,84001,86256,85654,85831,85860,84836,78370,81251,85015
 "25003","Berkshire, MA",1,CAEMP25N,20,"..."," Wage and salary employment ","Number of jobs",65844,66034,65506,65088,66058,66643,66711,66445,64528,64110,64097,65537,65825,66013,66574,66412,66474,66240,66038,58481,60431,62925
 "25003","Berkshire, MA",1,CAEMP25N,40,"..."," Proprietors employment ","Number of jobs",14120,14181,14393,14945,15505,15587,16603,16992,16857,16818,17066,16892,17604,17988,19682,19242,19357,19620,18798,19889,20820,22090
 "25003","Berkshire, MA",1,CAEMP25N,50,"...","  Farm proprietors employment ","Number of jobs",397,388,377,368,367,358,447,453,455,461,466,472,478,474,475,463,459,456,447,450,450,450
 "25003","Berkshire, MA",1,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",13723,13793,14016,14577,15138,15229,16156,16539,16402,16357,16600,16420,17126,17514,19207,18779,18898,19164,18351,19439,20370,21640
 "25003","Berkshire, MA",1,CAEMP25N,70,"111-112"," Farm employment ","Number of jobs",567,568,577,532,518,495,556,580,596,610,583,589,621,630,606,575,570,566,563,569,592,603
 "25003","Berkshire, MA",1,CAEMP25N,80,"..."," Nonfarm employment ","Number of jobs",79397,79647,79322,79501,81045,81735,82758,82857,80789,80318,80580,81840,82808,83371,85650,85079,85261,85294,84273,77801,80659,84412
 "25003","Berkshire, MA",1,CAEMP25N,90,"...","  Private nonfarm employment ","Number of jobs",70913,71240,71111,71702,73204,73770,74666,74532,71938,71376,71675,72888,73868,74378,76859,76305,76558,76524,75604,69602,72507,76062
 "25003","Berkshire, MA",1,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities ","Number of jobs",193,207,161,184,203,194,184,195,185,194,181,209,218,217,224,237,(D),238,234,232,236,256
 "25003","Berkshire, MA",1,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction ","Number of jobs",105,91,140,158,128,143,134,126,150,176,174,108,121,123,123,114,(D),95,92,102,71,83
 "25003","Berkshire, MA",1,CAEMP25N,300,"22","   Utilities ","Number of jobs",287,286,218,234,223,225,254,279,281,268,259,284,268,(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "25003","Berkshire, MA",1,CAEMP25N,400,"23","   Construction ","Number of jobs",4995,4977,5091,5443,5668,5829,5755,5657,5035,4799,4677,4717,4802,4878,(D),5270,(D),(D),5205,5112,5123,5288
 "25003","Berkshire, MA",1,CAEMP25N,500,"31-33","   Manufacturing ","Number of jobs",8671,8127,7054,6772,6634,6399,6030,5770,5220,4963,4917,4950,4948,4867,5082,4994,4736,4359,4295,3761,3746,3840
 "25003","Berkshire, MA",1,CAEMP25N,600,"42","   Wholesale trade ","Number of jobs",1388,1433,1191,1222,1320,1426,1386,1338,1147,1244,1310,1305,1350,1380,1378,1274,1308,1395,1562,1443,1603,1895
 "25003","Berkshire, MA",1,CAEMP25N,700,"44-45","   Retail trade ","Number of jobs",10170,10220,10253,10248,10334,10350,10404,10112,9919,9932,10085,10005,10061,9936,10066,9628,9745,9253,9097,8637,9362,9549
